user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
OliLondonTV,,📖Author of Gender Madness | 📺 News Contributor |,,561689,2492,80679,False,Sun May 04 14:59:10 +0000 2025,"Liberal man gets caught by Tesla owner putting an Anti-Tesla sticker on his vehicle. 

 https://t.co/NY3Brazzjr",[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False
RealAlexJones,"Austin, TX",Please support our sponsors: https://t.co/LufavzJvAC & https://t.co/IXBV3oct8E & @AJNlive,,4417018,894,33873,False,Thu May 08 00:58:35 +0000 2025,"Learn Why President Trump Is A Threat To The Deep State's Breakaway Civilization As He Allies Himself With 'Today's Tesla'— Elon Musk

Dark Journalist Daniel Liszt Explains How Trump's 'Genius' Physicist Uncle Played A Role In Shaping His Understanding Of Top Secret Technology

» LIVE X STREAM:
https://t.co/E1lthR8pAC",[],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False
TeslaBoomerPapa,California,"married to @TeslaBoomerMama, what more can I say ... 😉.  Dad to five exceptional humans. Elon is the industrial genius of our century.",,18759,379,49262,False,Thu May 08 11:55:25 +0000 2025,TBM at breakfast! https://t.co/C07ytBHPSE,[],"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False
techolay,Istanbul,Teknolojinin kalbini keşfedin.         📨İşbirliği için: (Alice) busralcinar@techolay.net,,12119,0,121,False,Sat May 03 13:00:02 +0000 2025,Türkiye'de 2025 model Tesla Model Y ve Renault Megane Sedan aynı fiyata satılıyor.👀 https://t.co/hdunM1qnKQ,[],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False
BankOfMec,,Treasury and Finance,,1485,639,1337,False,Sat May 03 06:19:36 +0000 2025,@Tesla_NL_TR dun yasanan envanter görüntüleme rezilliginden sonra ben.. https://t.co/IHPQjnUGXI,[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False
TeslaCamera,,"Gathering point for Tesla enthusiasts! Share your own Tesla videos and join our community. 🚀⚡️🚘

#model3 #modely #models #modelx #cybertruck #Tesla #fsd",,51551,85,14550,False,Mon May 05 17:28:08 +0000 2025,"Tesla Cybertruck Vandalized  What do you think? Guy slashes Cybertruck tire after shopping

Please share to make this stupid man famous!😤 $TSLA
https://t.co/eLv4zS8psO",[],"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False
trish_regan,NYC,"Award winning Journalist, Host, The Trish Regan Show MON-FRI & Co-Founder of Investment Research Firm @76research",,713784,1879,25848,False,Sat May 03 14:43:31 +0000 2025,"A new WSJ report says Elon Musk was frustrated working for FREE at Tesla—after greedy lawyers and a woke Delaware judge attacked his board-approved compensation.

@elonmusk took $0 salary. 

He worked only for his stake. 

He slept on the factory floor. 

He built an industry.

Then the lawyers swooped in—AFTER THE FACT—claiming his stock was “too much” and demanded $6 BILLION for their “time.”

$6 BILLION.

They built NOTHING. Risked NOTHING. Just wanted a cut.

This is legalized extortion. And it’s destroying our economy. 

From bogus Tesla lawsuits to frivolous medical malpractice claims that are driving up your healthcare costs, trial lawyers are draining America dry.

Tort Reform NOW. My take on this outrageous GREED:",[],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False
na_option,,All-In Tesla Investor🦾 Enjoy sharing my thoughts on $TSLA🔋 Being in the gym🏋🏽 Raising 3 children🏡 Place to think aloud 💭 NFA,,1740,399,7449,False,Sat May 03 14:32:49 +0000 2025,"Watch out @Tesla, the competition is coming.. $tsla 
https://t.co/4JtlyVKQZ5",[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False
tesla_na,North America,Accelerating the world’s transition to sustainable energy,,74876,19,255,False,Mon May 05 09:49:47 +0000 2025,"We make the most American-made cars 

That drive themselves from the end of the production line to the outbound logistics lot 

And then continue to drive themselves anywhere you want under your supervision https://t.co/Qiq9vPyP1g",[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False
teslacarsonly,𝕏,Photos and videos for Tesla cars. DM for credit and taking content down. Disclosure: Not affiliated with @Tesla.,,69846,30,60520,False,Sat May 03 12:01:52 +0000 2025,Tesla stops Itself to avoid Accident. https://t.co/pcTHdJaRhR,[],"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False
elonmuskADO,"Texas, USA",I'm Not Elon Musk. This is a PARODY Account. This Account is Not Affiliated with elonmusk. 𝕏 Favorite Account. Freedom Of Speech. MAGA 🇺🇸2024. I Love 𝕏 ♥.#1,,431296,10325,71641,False,Fri May 02 11:25:34 +0000 2025,"If you want one of my Tesla phones?

Give me a thumb up 👍🏼 or say yes and Let me know https://t.co/kDmzW0jP4B",[],"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False
GossipMillNaija,"Lagos, Nigeria",The Voice Of The People! Voice of the Voiceless! Cruise Blog! Raw and Unfiltered First Grade Gists!,,159723,0,23258,False,Thu May 08 11:09:20 +0000 2025,Nigerian man shows off his Homemade Tesla Cybertruck https://t.co/Nxj31JNlLh,[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False
StartupArchive_,Full Archive →,Archiving the world's best startup advice for future generations of founders | New project: @foundertribune,,86743,2,17118,False,Fri May 02 16:00:34 +0000 2025,"Vinod Khosla: “Don’t rely on what the world tells you is possible. Create the world you want.”

Vinod points out that in 2010, the Department of Energy projected that there would be 2,305 electric cars on the US market by 2035. In 2014, Tesla alone shipped about 80,000 electric cars.

Vinod’s takeaway: “This tells us an important story: they talked to all the experts, and experts only extrapolate the past.”

He then shares a few other examples of “experts” who were both overconfident and wrong about the future:

• A cartoon from 1889 painting electricity as an existential thread to humans (a narrative that resembles the scaremongering taking place around AI today)
• “Lord Calvin, who was president of the Royal Society and maybe the most informed person in science in the early 1900s, said in about 1906 that heavier than air flying machines were impossible, just before the Wright Brothers flew their plane.”
• “Fooling around with alternating current is just a waste of time. Nobody will every use it.” — Thomas Edison
• “Remote shopping, while entirely feasible, will certainly flop. It has no chance of success.” — Time Magazine

He concludes his talk with the following line:

“The future belongs to those who dream the dreams & are unreasonable enough to try and make them come true, & who aren’t afraid to fail, & hence take, bold & radical risks.”

And he tells the audience:

“Don’t rely on experts. Don’t rely on what the world tells you is possible. Create the world you want. I say there’s two types of people: people who extrapolate the past and people who invent the world they want.”

Video source: @khoslaventures (2023)",[],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False
libsoftiktok,Depths of Hell,News you can’t see anywhere else. 📧 submissions@libsoftiktok.com. DM submissions. Bookings: Partnerships@libsoftiktok.com. ⬇️Subscribe to our newsletter,,4312946,999,54591,False,Mon May 05 19:55:18 +0000 2025,"Why do the Tesla vandals always look like this?

https://t.co/6lhgzD92Vg",[],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False
shawnbjohnson,"Austin, TX",Former Navy SEAL. Iconiq Security CEO and Co-Owner. Atlas Fitness and Tactical Owner. Hunter. Archery. Firearms. Billiards. Runner.,,13975,443,5335,False,Wed May 07 13:06:25 +0000 2025,"EXCLUSIVE VIDEO: George Soros Caught Plotting Against Elon Musk &amp; Tesla

Warning: Viewer Discretion is Advised. 

(You are about to witness the greatest fight scene of all time.) https://t.co/xIWvvUpewR",[],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False
teslacarsonly,𝕏,Photos and videos for Tesla cars. DM for credit and taking content down. Disclosure: Not affiliated with @Tesla.,,69846,30,60520,False,Sat May 03 03:31:41 +0000 2025,Tesla Semi with Cybertruck Art. https://t.co/2Oj0VEJlG7,[],"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False
teslaownersSV,Silicon Valley,The most notorious Tesla Club in the world. Creator of @thextakeover and taking the Takeover global. We amplify sustainability and philanthropy.,,1182595,671,165913,False,Sun May 04 14:22:02 +0000 2025,"""If evil people hate you, you might be doing something right.""
Elon Musk
 https://t.co/w975EQilAL",[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False
Teslalightshows,United Kingdom,"A total Tesla nut, founder of https://t.co/SDMK6P0Ma3, and a geek with too much time on his hands 🤣 Tesla Referral Code: https://t.co/eZFbTApzoK",,9098,186,35676,False,Thu May 08 10:29:11 +0000 2025,Are you Ready For It??? Here's my take on Taylor Swift's READY FOR IT from @ChatCharge 2025 🔥🔥🔥 https://t.co/8dqzylWOXM,[],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False
ElonMuskNews47,"Texas, USA",Tap the ( 🔔- notify) for daily Elon Musk news and updates. No affiliation. (Commentary). Fan-page | News |,,16179,376,6,False,Mon May 05 00:56:49 +0000 2025,"Would you accept a free Tesla CAMPER Van?

Yes or No https://t.co/uNITGbOidl",[],"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False
Rainmaker1973,"Italy, North by Northwest","Engineer. Selecting and curating pictures and videos trying to add context, source and explanation to science, tech, art and weather topics",,2441107,159,9026,False,Tue May 06 12:30:34 +0000 2025,"The world's largest Tesla coil is a 130,000-watt unit built by Greg Leyh and Eric Orr, part of a 12 meter tall sculpture titled Electrum at Kakanui Point near Auckland, New Zealand.

https://t.co/j7rSGPilwS",[],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False
elonmuskADO,"Texas, USA",I'm Not Elon Musk. This is a PARODY Account. This Account is Not Affiliated with elonmusk. 𝕏 Favorite Account. Freedom Of Speech. MAGA 🇺🇸2024. I Love 𝕏 ♥.#1,,431296,10325,71641,False,Sat May 03 07:31:26 +0000 2025,"If you won 1 million dollars from Musk now, which one would you do first?

A. Buy a Tesla;
B. Upgrade to X Premium +
C. Subscribe to Starlink
D. Buy merch of Tesla and SpaceX
E. Spend one fantastic night in one of the Trump hotels
F. All of the above. https://t.co/0n7fseDVSa",[],"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False
TeslaCamera,,"Gathering point for Tesla enthusiasts! Share your own Tesla videos and join our community. 🚀⚡️🚘

#model3 #modely #models #modelx #cybertruck #Tesla #fsd",,51551,85,14550,False,Mon May 05 19:29:17 +0000 2025,"Tesla Model Y Vandalized – Help Identify the Suspect! - Deering Oaks Park, 61 Park Ave, Portland, Maine

Please share to find this stupid old man!
I hope he goes to jail $TSLA https://t.co/UekJPTAmu6",[],"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False
RealMartyT7,"Houston,Texas",Executive Director NewBlueUSA.  President niteflyermedia.  Pilot. Musician. Political and media consultant.,,24528,5024,39703,False,Tue May 06 22:42:19 +0000 2025,"Elon Musk owned companies were facing over $2.37 billion in potential fines and penalties as of Election Day 2024. Elon bought Donald Trump for only $288 million. Today those fines and penalties are all gone. So are the Inspector Generals who investigated Space-X, Tesla and Twitter. Any department that was investigating Musk has been emasculated or closed by DOGE. 
The $2.37 billion was owed to the American people. It was meant to ensure safety and environmental compliance of Tesla products and Space -X rockets. How is shutting down investigations against Musk by Musk not bribery? Or at the least a massive conflict of interest? 
#DemVoice1   #DemsUnited","['DemVoice1', 'DemsUnited']","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False
teslacarsonly,𝕏,Photos and videos for Tesla cars. DM for credit and taking content down. Disclosure: Not affiliated with @Tesla.,,69846,30,60520,False,Fri May 02 11:18:57 +0000 2025,Do you like Tesla Silver? https://t.co/6mjPTmhBs5,[],"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False
ElonMuskNews47,"Texas, USA",Tap the ( 🔔- notify) for daily Elon Musk news and updates. No affiliation. (Commentary). Fan-page | News |,,16179,376,6,False,Tue May 06 01:41:43 +0000 2025,"BREAKING! Elon Musk confirms that if Alex Soros and George Soros funded the attacks on Tesla dealerships, they will go to JAIL!

Do you agree with Elon Musk ?

A.Yes 
B. No https://t.co/UQx8pZMNj5",[],"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False
